id,name_in_english,name_in_spanish,countries,country_code,degree_of_endangerment,number_of_speakers,latitude,longitude
2332,Emplawas,emplavas,Indonesia,IDN,Definitely endangered,220.0,-8.0374,129.7375
966,Mixtec of the northeast lowlands,Mixteco del noreste bajo,Mexico,MEX,Severely endangered,220.0,17.5333,-97.35
2689,Musom,musom,Papua New Guinea,PNG,Definitely endangered,219.0,-6.5391,146.9119
2495,Pwaamèi,pwaamei,New Caledonia (France),NCL,Definitely endangered,219.0,-20.8767,164.7413
949,"Zapotec of the Valleys, west",zapoteco del valle occidental,Mexico,MEX,Definitely endangered,211.0,16.2666,-96.8833
1617,Karo,karo,Brazil,BRA,Vulnerable,208.0,-10.5749,-61.5893
723,Cocopa (Mexico),cocopa (México),Mexico,MEX,Definitely endangered,206.0,32.25,-115.25
1793,Korúbo,korubo,Brazil,BRA,Vulnerable,205.0,-5.8346,-70.9277
1688,Aja,aja,Sudan,SDN,Critically endangered,200.0,8.6136,25.2465
167,Antakirinya,antakariña,Australia,AUS,Definitely endangered,200.0,-26.7848,134.2968
516,Bana,bana,Lao People's Democratic Republic,LAO,Severely endangered,200.0,20.4836,100.3161
2275,Baras,baras,Indonesia,IDN,Severely endangered,200.0,-1.8838,119.3774
2166,Batak,bataco,Philippines,PHL,Definitely endangered,200.0,10.1081,119.0
51,Birri,birri,Central African Republic,CAF,Critically endangered,200.0,5.4902,26.8505
2522,Bonggo,bonggo,Indonesia,IDN,Severely endangered,200.0,-2.2461,139.5208
147,Central Siberian Yupik (Chukotka),yupí siberiano central (península Chukchi),Russian Federation,RUS,Severely endangered,200.0,64.546,-173.128
520,Chawte,chote naga,Myanmar,MMR,Definitely endangered,200.0,24.1918,94.2736
2290,Che Wong,chuba,Malaysia,MYS,Definitely endangered,200.0,3.6271,102.1907
29,Defaka,defaka,Nigeria,NGA,Critically endangered,200.0,4.538,7.5311
2668,Doga,doga,Papua New Guinea,PNG,Definitely endangered,200.0,-9.6278,149.8384
2511,Dorig,wetamut,Vanuatu,VUT,Definitely endangered,200.0,-14.3236,167.5669
720,Dukha,dukha,Mongolia,MNG,Severely endangered,200.0,51.9307,98.9318
2641,Emae,mae,Vanuatu,VUT,Vulnerable,200.0,-17.0567,168.3956
2532,Erokwanas,erokwanas,Indonesia,IDN,Vulnerable,200.0,-2.8113,132.6708
1841,Gowro,gowro,Pakistan,PAK,Severely endangered,200.0,35.0254,72.9341
439,Hayu,hayu,Nepal,NPL,Critically endangered,200.0,27.2912,86.0696
882,Hidatsa,hidatsa,United States of America,USA,Definitely endangered,200.0,47.7321,-102.6758
360,Ingrian,ingriano,Russian Federation,RUS,Severely endangered,200.0,59.7397,28.7017
191,Iwaidja,iwaidya,Australia,AUS,Vulnerable,200.0,-11.4592,132.55
2334,Kadai,kadai,Indonesia,IDN,Definitely endangered,200.0,-1.7465,125.2606
2336,Kao,kao,Indonesia,IDN,Definitely endangered,200.0,1.1479,127.8204
1683,Karo,karo,Ethiopia,ETH,Critically endangered,200.0,5.2003,36.0681
1732,Kelo,kelo,Sudan,SDN,Critically endangered,200.0,9.4463,34.0219
2635,Kokota,kokota,Solomon Islands,SLB,Vulnerable,200.0,-8.0347,159.1781
2544,Koneraw,koneraw,Indonesia,IDN,Vulnerable,200.0,-8.3854,137.9415
1790,Koroshi,korochí,Iran (Islamic Republic of),IRN,Critically endangered,200.0,29.8978,52.6574
2684,Magori,magori,Papua New Guinea,PNG,Vulnerable,200.0,-10.2554,149.2108
210,Maung,maungo,Australia,AUS,Vulnerable,200.0,-11.913,133.7255
1508,Mehináku,mehinakú,Brazil,BRA,Vulnerable,200.0,-12.5423,-53.2403
148,Moghol,mogol,Afghanistan,AFG,Critically endangered,200.0,34.3569,61.5875
2198,Ningalami,ningalamí,Afghanistan,AFG,Severely endangered,200.0,35.2355,71.51
2171,Northern Alta,alta septentrional,Philippines,PHL,Severely endangered,200.0,15.7162,121.4085
2694,Numbani,siboma,Papua New Guinea,PNG,Vulnerable,200.0,-7.5177,147.2991
2250,Nung Ven,nun,Viet Nam,VNM,Vulnerable,200.0,23.15,105.2166
102,Ongamo,ngasa,Kenya,KEN,Critically endangered,200.0,-2.932,37.4853
738,Orejón,orejón,Peru,PER,Severely endangered,200.0,-2.7674,-72.9492
157,Pacific Gulf Yupik,yupí del Pacífico,United States of America,USA,Severely endangered,200.0,58.1938,-155.6542
1860,Pipil,pipil,El Salvador,SLV,Critically endangered,200.0,13.722,-89.7195
2035,Saisiyat,saisiyat,China,CHN,Severely endangered,200.0,24.5977,121.0762
768,Sauk-Fox,fox,United States of America,USA,Critically endangered,200.0,41.9637,-92.5768
2702,Sepa,sepa,Papua New Guinea,PNG,Vulnerable,200.0,-4.3245,144.9755
2651,Shark Bay,lengua de la Bahía del Tiburón,Vanuatu,VUT,Vulnerable,200.0,-15.2987,167.1459
1264,Southern Chocho,chochoteco meridional,Mexico,MEX,Severely endangered,200.0,17.6608,-97.335
2195,Theen,theen,Lao People's Democratic Republic,LAO,Severely endangered,200.0,20.2022,102.8538
1344,Töitschu,töitschu,Italy,ITA,Severely endangered,200.0,45.6913,7.8682
1406,|Xaise,|xaise,Botswana,BWA,Critically endangered,200.0,-21.2458,26.1776
1546,Beaver,castor,Canada,CAN,Definitely endangered,195.0,56.481,-121.8831
2357,Nootka,nutka,Canada,CAN,Severely endangered,185.0,49.2818,-126.0627
724,Tipai (Mexico),tipai (México),Mexico,MEX,Severely endangered,184.0,32.0,-116.1166
1627,Uru-eu-au-au,uru-eu-uau-uau,Brazil,BRA,Vulnerable,183.0,-11.6852,-63.6547
1262,Eastern Chocho,Chocholteco del este,Mexico,MEX,Severely endangered,181.0,17.7223,-97.3213
2273,Bahonsuai,bahonsuái,Indonesia,IDN,Definitely endangered,180.0,-2.2186,121.6845
2520,Bedoanas,bedoanas,Indonesia,IDN,Vulnerable,180.0,-2.7263,132.5582
1774,Jarawára,yarawara,Brazil,BRA,Vulnerable,180.0,-7.2153,-65.0115
2541,Keder,keder,Indonesia,IDN,Severely endangered,180.0,-2.043,139.0979
2385,Straits Salish,straits salish,"Canada, United States of America","CAN, USA",Severely endangered,180.0,48.4457,-123.4205
1705,Zo'é,poturú,Brazil,BRA,Vulnerable,177.0,0.7909,-57.1289
2363,Central Ojibwe,oyibua central,Canada,CAN,Definitely endangered,175.0,50.2275,-86.9635
190,Kuurinji,gurinji,Australia,AUS,Definitely endangered,175.0,-18.1047,129.8474
2691,Mwatebu,mwatebu,Papua New Guinea,PNG,Definitely endangered,166.0,-10.0202,151.0537
2637,Zazao,zazao,Solomon Islands,SLB,Critically endangered,166.0,-8.1832,159.2269
948,"Zapotec of the Southern mountains, northwest lowlands","zapoteco de la sierra sur, llanura noroccidental",Mexico,MEX,Definitely endangered,164.0,16.6333,-96.95
2494,Pije,pije,New Caledonia (France),NCL,Severely endangered,161.0,-20.7869,164.9487
574,Aweti,awetí,Brazil,BRA,Vulnerable,160.0,-12.2053,-53.3705
2512,Koro,koro,Vanuatu,VUT,Definitely endangered,160.0,-14.3242,167.4728
211,Meriam Mir,meriam,Australia,AUS,Definitely endangered,160.0,-9.9201,144.0472
2695,Onjab,onjab,Papua New Guinea,PNG,Vulnerable,160.0,-9.2973,149.1613
2390,Tsimshian,chimesiano,Canada,CAN,Critically endangered,160.0,54.5016,-130.3832
1481,Chihuahua Lower Pima,pima bajo de Chihuahua,Mexico,MEX,Definitely endangered,159.0,28.686,-106.1378
1482,Sonora Lower Pima,pima bajo de Sonora,Mexico,MEX,Severely endangered,159.0,28.3716,-108.9265
155,Kaska,kaska,Canada,CAN,Severely endangered,155.0,61.9751,-132.4544
2023,Aikana,aikaná,Brazil,BRA,Definitely endangered,150.0,-12.651,-60.3918
1452,Aleut (Eastern),aleutiano (oriental),United States of America,USA,Critically endangered,150.0,54.7212,-164.4433
145,Aleut (Western),aleutiano (occidental),United States of America,USA,Severely endangered,150.0,52.2304,-174.1978
2638,Amblong,amblong,Vanuatu,VUT,Definitely endangered,150.0,-15.4933,166.9846
1887,Arguni,arguni,Indonesia,IDN,Vulnerable,150.0,-2.6632,132.5418
1547,Assiniboine (United States of America),asinibóin (Estados Unidos),United States of America,USA,Critically endangered,150.0,48.4466,-114.8783
2639,Baki,baki,Vanuatu,VUT,Vulnerable,150.0,-16.7013,168.145
1877,Cacua,cacua,Colombia,COL,Severely endangered,150.0,0.9166,-69.5
2213,Camarines Norte Agta,agta de Camarines Norte,Philippines,PHL,Severely endangered,150.0,14.0135,122.8873
1796,Cubeo (Brazil),cubeo (Brasil),Brazil,BRA,Definitely endangered,150.0,1.2713,-67.8076
1458,Gwich'in (United States of America),güichín (Estados Unidos),United States of America,USA,Severely endangered,150.0,68.1171,-145.5173
2504,Hiw,hiw,Vanuatu,VUT,Definitely endangered,150.0,-13.1343,166.5671
1669,Katxuyana-Xikuyána,cachuana-warikyana,Brazil,BRA,Vulnerable,150.0,2.043,-55.4589
480,Ket,keto,Russian Federation,RUS,Severely endangered,150.0,62.6236,87.7148
154,Koyukon,koyuko,United States of America,USA,Critically endangered,150.0,66.3375,-151.1608
2646,Malmariv,malmariv,Vanuatu,VUT,Vulnerable,150.0,-15.2656,166.9104
2199,Mt. Iraya Agta,agta del Monte Iraya,Philippines,PHL,Definitely endangered,150.0,13.459,123.5467
737,Ocaina (Peru),ocaina (Perú),Peru,PER,Critically endangered,150.0,-2.8552,-71.9824
2696,Papapana,papapana,Papua New Guinea,PNG,Definitely endangered,150.0,-5.8974,155.2505
842,Quechan,quechan,United States of America,USA,Definitely endangered,150.0,32.7279,-114.7255
2164,Southern Ayta,ayta meridional,Philippines,PHL,Critically endangered,150.0,13.027,124.1549
504,Tundra Yukagir,yucaguiro de la tundra,Russian Federation,RUS,Critically endangered,150.0,69.1654,154.4732
1625,Tupari,tuparí,Brazil,BRA,Definitely endangered,150.0,-12.0876,-62.4792
2577,Wari,wari,Indonesia,IDN,Definitely endangered,150.0,-3.2173,138.4497
1034,Yavapai,yavapái,United States of America,USA,Severely endangered,150.0,34.5638,-112.4453
544,Mlabri,mlabri,"Lao People's Democratic Republic, Thailand","LAO, THA",Definitely endangered,149.0,18.4796,101.0961
490,Negidal,neguidal,Russian Federation,RUS,Critically endangered,147.0,52.942,139.779
2705,Suarmin,suarmín,Papua New Guinea,PNG,Definitely endangered,145.0,-5.0526,141.9818
1081,Kickapoo (Mexico),quicapú (México),Mexico,MEX,Critically endangered,144.0,28.0,-101.75
2710,Wab,wab,Papua New Guinea,PNG,Vulnerable,142.0,-5.6296,146.39
1358,Motocintlec,mochó,Mexico,MEX,Critically endangered,141.0,15.3709,-92.2484
2667,Dengalu,dengalu,Papua New Guinea,PNG,Definitely endangered,140.0,-7.0572,146.3598
1413,Dimbong,dimbongo,Cameroon,CMR,Critically endangered,140.0,4.7078,10.6567
197,Kunbarlang,kumbarlán,Australia,AUS,Severely endangered,140.0,-12.0661,134.0661
1954,Machineri (Bolivia),machinere (Bolivia),Bolivia (Plurinational State of),BOL,Severely endangered,140.0,-11.146,-69.0161
2571,Taworta,taworta,Indonesia,IDN,Vulnerable,140.0,-3.2776,138.7902
1401,ǂHoa,|hua-owani,Botswana,BWA,Critically endangered,140.0,-24.1668,24.4885
1555,Handuri,handuri,India,IND,Critically endangered,138.0,31.0011,77.3107
1859,Suruahá,suruahá,Brazil,BRA,Vulnerable,136.0,-6.8828,-66.9726
142,Kutenai,kutenái,"Canada, United States of America","CAN, USA",Severely endangered,135.0,49.6467,-115.7372
2693,Nauna,nauna,Papua New Guinea,PNG,Vulnerable,130.0,-2.2159,148.1986
2367,Okanagan,okanogán,"Canada, United States of America","CAN, USA",Definitely endangered,130.0,50.3059,-119.3228
2697,Piu,piu,Papua New Guinea,PNG,Definitely endangered,130.0,-6.9591,146.4257
2054,Ocaina (Colombia),ocaina (Colombia),Colombia,COL,Severely endangered,126.0,-2.0,-71.5
666,Yuki,yuquí,Bolivia (Plurinational State of),BOL,Severely endangered,125.0,-16.2463,-65.0061
1762,Asurini do Xingu,assuriní do Xingú,Brazil,BRA,Vulnerable,124.0,-3.9095,-52.4707
1457,Nahukwa,nahukwa,Brazil,BRA,Definitely endangered,124.0,-12.1043,-53.2944
2329,Aputai,aputai,Indonesia,IDN,Critically endangered,120.0,-7.6511,126.4086
2664,Budibud,budibud,Papua New Guinea,PNG,Vulnerable,120.0,-9.2973,153.6891
746,Capanahua,capanahua,Peru,PER,Severely endangered,120.0,-6.5991,-74.2895
1770,Dâw,kamá,Brazil,BRA,Vulnerable,120.0,0.2197,-68.7744
1433,Ili Turk,ili turki,China,CHN,Severely endangered,120.0,44.0244,81.145
536,Lamu,lamu,China,CHN,Critically endangered,120.0,26.2434,100.8654
2559,Obokuitai,obokuitái,Indonesia,IDN,Vulnerable,120.0,-2.9046,138.0816
2649,Polonomombauk,polonombauk,Vanuatu,VUT,Definitely endangered,120.0,-15.4907,167.0814
2228,Samre,samrè,Cambodia,KHM,Critically endangered,120.0,12.1166,103.0833
2654,Tutuba,tutuba,Vanuatu,VUT,Definitely endangered,120.0,-15.5727,167.275
2360,Northern Tutchone,tutchone septentrional,Canada,CAN,Definitely endangered,115.0,62.8255,-136.5838
2529,Dubu,dubu,Indonesia,IDN,Vulnerable,110.0,-3.5134,140.8612
260,Haisla,haisla,Canada,CAN,Critically endangered,110.0,53.9745,-128.6443
257,Heiltsuk,heilchuco,Canada,CAN,Critically endangered,105.0,52.1591,-128.1546
79,Kwegu,kwegu,Ethiopia,ETH,Critically endangered,103.0,5.4191,36.0791
164,Adnyamathanha,adiñamantana,Australia,AUS,Definitely endangered,100.0,-30.6,138.6035
2098,Ainbai,ainbai,Papua New Guinea,PNG,Severely endangered,100.0,-3.1,141.2
514,Arem,aremo,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",Severely endangered,100.0,18.1771,105.3369
1766,Banawá Yafi,banahuá,Brazil,BRA,Vulnerable,100.0,-6.6427,-64.5996
1997,Bara (Colombia),bará (Colombia),Colombia,COL,Critically endangered,100.0,0.05,-70.1733
2096,Bikaru,bikaru,Papua New Guinea,PNG,Severely endangered,100.0,-4.8,143.0
1638,Boor,boor,Chad,TCD,Critically endangered,100.0,10.2149,17.3721
2523,Burate,burate,Indonesia,IDN,Severely endangered,100.0,-2.7811,135.9915
577,Callahuaya,callawalla,Bolivia (Plurinational State of),BOL,Critically endangered,100.0,-15.1357,-69.1699
862,Comanche,comanche,United States of America,USA,Severely endangered,100.0,34.6086,-98.3904
2526,Dabra,dabra,Indonesia,IDN,Vulnerable,100.0,-3.4092,139.0209
175,Djinang,djinang,Australia,AUS,Definitely endangered,100.0,-12.3507,135.1098
1387,Dulbu,dulbu,Nigeria,NGA,Critically endangered,100.0,9.985,10.0579
512,Ghomara,ghomara,Morocco,MAR,Critically endangered,100.0,35.0108,-5.5151
476,Itelmen,itelmeno,Russian Federation,RUS,Critically endangered,100.0,57.1496,156.9012
608,Jebero,jebero,Peru,PER,Critically endangered,100.0,-5.3097,-75.9814
1385,Jilbe,yilbe,Nigeria,NGA,Critically endangered,100.0,11.749,14.5458
2109,Kalamo,kalamo,Papua New Guinea,PNG,Severely endangered,100.0,-6.7,142.5
2265,Kanowit,kanowit,Malaysia,MYS,Severely endangered,100.0,2.0652,112.1489
2539,Karas,karas,Indonesia,IDN,Severely endangered,100.0,-3.4585,132.6599
28,Kiong,kiong,Nigeria,NGA,Critically endangered,100.0,5.2906,8.3523
2543,Kofei,kifei,Indonesia,IDN,Severely endangered,100.0,-2.3833,136.7907
2683,Likum,likum,Papua New Guinea,PNG,Definitely endangered,100.0,-2.1651,146.6921
843,Maricopa,maricopa,United States of America,USA,Severely endangered,100.0,33.3772,-112.1676
1030,Mohave (Arizona),mohave (Arizona),United States of America,USA,Severely endangered,100.0,34.0231,-114.5045
841,Mohave (California),mohave (California),United States of America,USA,Severely endangered,100.0,34.6905,-114.598
1735,Molo,molo,Sudan,SDN,Critically endangered,100.0,10.898,34.2773
2422,Mulao,mulao,China,CHN,Severely endangered,100.0,26.5851,107.9524
1391,Mvanip,mvanip,Nigeria,NGA,Critically endangered,100.0,6.7027,11.2225
2692,Nafi,nafi,Papua New Guinea,PNG,Severely endangered,100.0,-6.3999,146.802
2191,Nemadi,nemadí,Mauritania,MRT,Critically endangered,100.0,18.4118,-9.4482
1978,Ninam (Venezuela),ninam (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,100.0,4.5435,-63.5668
638,Omagua (Peru),omagua (Perú),Peru,PER,Critically endangered,100.0,-4.0724,-73.103
492,Oroch,orochi,Russian Federation,RUS,Critically endangered,100.0,49.1781,139.7625
2135,Oroha,oroha,Solomon Islands,SLB,Severely endangered,100.0,-9.7686,161.51
2562,Pauwi,pauwi,Indonesia,IDN,Vulnerable,100.0,-1.8151,137.8193
2122,Piame,piame,Papua New Guinea,PNG,Severely endangered,100.0,-4.9,142.85
2123,Pyu,pyu,Indonesia,IDN,Severely endangered,100.0,-4.5,140.9
1176,Ruga,ruga,India,IND,Critically endangered,100.0,25.2844,90.4614
823,Sahaptin,sahaptín,United States of America,USA,Severely endangered,100.0,44.7712,-121.2871
555,Samatao,samaduo,China,CHN,Critically endangered,100.0,24.9359,102.7935
274,Seneca (United States of America),seneca (Estados Unidos),United States of America,USA,Severely endangered,100.0,42.3291,-78.868
2565,Senggi,senggi,Indonesia,IDN,Vulnerable,100.0,-3.4339,140.7685
770,Shawnee,chavanés,United States of America,USA,Severely endangered,100.0,35.359,-96.9298
1988,Shiwiar,shiwiar chicham,Ecuador,ECU,Severely endangered,100.0,-2.2186,-76.8164
1199,Shompen,shom peng,India,IND,Critically endangered,100.0,7.0245,93.8232
106,Soo,tepes,Uganda,UGA,Critically endangered,100.0,2.161,34.5986
1223,Tai Nora,nora,India,IND,Critically endangered,100.0,26.8485,94.5648
1224,Tai Rong,tairong,India,IND,Critically endangered,100.0,26.9024,94.757
1220,Tangam,tangam,India,IND,Critically endangered,100.0,29.1473,94.5538
1847,Tariana (Brazil),tariano (Brasil),Brazil,BRA,Critically endangered,100.0,0.9228,-67.5439
2483,Tirahi,tirahí,Afghanistan,AFG,Critically endangered,100.0,34.3139,70.3729
864,"Ute (Colorado, Southern Ute)","uté (Colorado, uté meridional)",United States of America,USA,Severely endangered,100.0,37.115,-107.6331
2131,Vehes,vehes,Papua New Guinea,PNG,Severely endangered,100.0,-6.9427,146.9311
245,Wik Ngathan,wik ngathan,Australia,AUS,Definitely endangered,100.0,-14.9561,141.8884
1874,Xokleng,xokleng,Brazil,BRA,Critically endangered,100.0,-26.5522,-49.0779
20,Yangkam,bachirí,Nigeria,NGA,Critically endangered,100.0,9.1048,9.8904
2104,Yarawata,yarawata,Papua New Guinea,PNG,Severely endangered,98.0,-4.9377,145.4946
1480,O'odham (Mexico),papago (México),Mexico,MEX,Definitely endangered,94.0,31.5188,-112.7472
2124,Samosa,samosa,Papua New Guinea,PNG,Severely endangered,94.0,-5.0116,145.5386
2116,Mindiri,mindiri,Papua New Guinea,PNG,Severely endangered,93.0,-5.5517,146.1538
2130,Usu,usu,Papua New Guinea,PNG,Severely endangered,93.0,-5.2851,145.4974
1939,Iteri,iteri,Papua New Guinea,PNG,Severely endangered,90.0,-4.0807,141.5039
225,Ngarinyin,engariñín,Australia,AUS,Definitely endangered,90.0,-16.9096,125.4199
2650,Repanbitip,repanbitip,Vanuatu,VUT,Definitely endangered,90.0,-16.3155,167.6026
2573,Tofanma,tofanma,Indonesia,IDN,Vulnerable,90.0,-3.5675,140.7925
2127,Taiap,gapun,Papua New Guinea,PNG,Severely endangered,89.0,-4.1,144.5
1259,Kusunda,kusunda,Nepal,NPL,Critically endangered,87.0,27.9275,84.2866
1916,Patamona (Brazil),patamona (Brasil),Brazil,BRA,Vulnerable,87.0,4.5216,-60.3808
1442,Xiri,ziri,South Africa,ZAF,Critically endangered,87.0,-31.3924,21.0498
2558,Narau,naráu,Indonesia,IDN,Severely endangered,85.0,-3.3818,139.8202
2105,Ak,ak,Papua New Guinea,PNG,Severely endangered,83.0,-3.6093,141.6604
1928,Araona,araona,Bolivia (Plurinational State of),BOL,Severely endangered,81.0,-12.4473,-68.1372
2099,Ari,ari,Papua New Guinea,PNG,Severely endangered,80.0,-8.0,142.4
1969,Assiniboine (Canada),asinibóin (Canadá),Canada,CAN,Critically endangered,80.0,50.3536,-103.4841
2100,Dorro,dorro,Papua New Guinea,PNG,Severely endangered,80.0,-9.1834,141.8994
1005,Gong,ugong,Thailand,THA,Severely endangered,80.0,15.088,99.523
2537,Itik,itik,Indonesia,IDN,Vulnerable,80.0,-2.3181,139.148
2686,Mari,mari,Papua New Guinea,PNG,Severely endangered,80.0,-9.0478,141.8994
2158,Pwapwa,pwapwa,New Caledonia (France),NCL,Severely endangered,80.0,-20.8074,164.5367
2704,Somm,som,Papua New Guinea,PNG,Definitely endangered,80.0,-6.1296,146.4642
2572,Tobati,tobati,Indonesia,IDN,Severely endangered,80.0,-2.6059,140.7997
1924,Moré,moré,Bolivia (Plurinational State of),BOL,Critically endangered,76.0,-12.0822,-64.9731
2145,Mores,morés,Vanuatu,VUT,Severely endangered,75.0,-15.3583,166.8988
2119,Musan,musan,Papua New Guinea,PNG,Severely endangered,75.0,-4.0355,141.361
2121,Papi,papi,Papua New Guinea,PNG,Severely endangered,75.0,-4.5,142.0
2374,Sarcee,sarsi,Canada,CAN,Critically endangered,75.0,50.9682,-114.3851
2377,Sekani,sekaní,Canada,CAN,Critically endangered,75.0,58.0952,-122.7067
2101,Arawun,arawum,Papua New Guinea,PNG,Severely endangered,73.0,-5.5093,145.8929
1934,Siriano (Brazil),siriano (Brasil),Brazil,BRA,Vulnerable,71.0,0.5244,-67.5
1368,Teko,teco,Mexico,MEX,Severely endangered,71.0,15.6582,-92.1427
1886,Anus,sobei,Indonesia,IDN,Severely endangered,70.0,-2.1268,139.5126
2518,Awera,awera,Indonesia,IDN,Vulnerable,70.0,-2.7084,136.0395
1873,Boruca,borunca,Costa Rica,CRI,Critically endangered,70.0,9.001,-83.323
2528,Doutai,tolitai,Indonesia,IDN,Severely endangered,70.0,-3.2282,138.2189
156,East Cape Yupik,yupí naukán,Russian Federation,RUS,Critically endangered,70.0,66.0166,-169.7166
2535,Iresim,iresim,Indonesia,IDN,Severely endangered,70.0,-3.6011,135.1428
2645,Mafea,mafea,Vanuatu,VUT,Definitely endangered,70.0,-15.4219,167.2366
1474,Vilamovian,vilamoviciano,Poland,POL,Severely endangered,70.0,49.7909,18.762
1263,Western Chocho,chochoteco occidental,Mexico,MEX,Severely endangered,70.0,17.7486,-97.4409
2084,Yankunytjatjara,yankuntachara,Australia,AUS,Definitely endangered,70.0,-27.3132,132.0666
250,Yanyuwa,yanyuwa,Australia,AUS,Severely endangered,70.0,-15.9613,136.3842
2132,Yapunda,yapunda,Papua New Guinea,PNG,Severely endangered,69.0,-3.5,142.4
